OG	Tcas	Dmel
EIQVB	TC003451	FBgn0061200
EIQVY	TC008371	FBgn0030584
EIQVZ	TC015638	FBgn0035271
EIQW2	TC006309	FBgn0052418
EIQW4	TC009884	FBgn0033907
EIQWE	TC033551	FBgn0259238
EIQWH	TC001089	FBgn0001565
EIQWP	TC012992	FBgn0039261
EIQXE	TC008264	FBgn0038722
EIQXK	TC000142	FBgn0035165
EIQXM	TC011636	FBgn0036368
EIQXR	TC011021	FBgn0266674
EIQXV	TC005765	FBgn0250908
EIQY4	TC030465	FBgn0259878
EIQZ2	TC005736	FBgn0034834
EIQZ5	TC006776	FBgn0020618
EIQZ6	TC012334	FBgn0038361,FBgn0030066
EIQZ7	TC003367	FBgn0038277,FBgn0002590
EIQZB	TC014609	FBgn0033190,FBgn0022160,FBgn0028848
EIQZC	TC000529	FBgn0004655
EIQZF	TC006287	FBgn0040007
EIQZI	TC010426	FBgn0034277
EIR05	TC032375,TC032374,TC002988	FBgn0285958
EIR06	TC002686	FBgn0035151
EIR0A	TC009923	FBgn0039305
EIR0D	TC007154,TC003191,TC003189	FBgn0005660,FBgn0005658
EIR0I	TC002072	FBgn0014037
EIR16	TC008646	FBgn0023169
EIR19	TC007147	FBgn0029835
EIR1K	TC009199	FBgn0038210,FBgn0051327,FBgn0051533,FBgn0038208,FBgn0051029,FBgn0051025
EIR1P	TC034329	FBgn0039737
EIR1S	TC012196	FBgn0033027
EIR3R	TC013534	FBgn0029514
EIR5C	TC003869	FBgn0034945
EIR5E	TC011771	FBgn0262955
EIR7F	TC004769	FBgn0034970
EIR84	TC031481	FBgn0016076
EIR8N	TC033040,TC013799	FBgn0020294
EIR8W	TC000544	FBgn0038436,FBgn0038435
EIR8X	TC012390	FBgn0030027
EIR8Y	TC004980	FBgn0030329,FBgn0031345
EIR8Z	TC009370	FBgn0037960
EIR93	TC030576	FBgn0035911
EIR9R	TC009084	FBgn0031454
EIR9U	TC005616,TC005615	FBgn0037668,FBgn0033248,FBgn0036807,FBgn0036808,FBgn0027610
EIR9W	TC012443	FBgn0035871
EIR9Y	TC004849	FBgn0037606
EIR9Z	TC004932	FBgn0030520
EIRA0	TC013939	FBgn0046222
EIRA1	TC030617	FBgn0038890
EIRA2	TC014483	FBgn0032863,FBgn0051687
EIRA7	TC003826	FBgn0034727
EIRAB	TC000847	FBgn0024329
EIRAI	TC008520	FBgn0051957
EIRAM	TC012535	FBgn0053506
EIRB1	TC015941	FBgn0025777
EIRB3	TC005922	FBgn0032051
EIRB7	TC033959,TC033617,TC015203,TC015111,TC014982,TC010578,TC006120,TC006124,TC006096,TC011214,TC011283	FBgn0023550,FBgn0029821
EIRB8	TC030102	FBgn0041250
EIRB9	TC008912	FBgn0003008
EIRBE	TC007094	FBgn0031690
EIRBF	TC009468	FBgn0017558
EIRBJ	TC000052	FBgn0052085
EIRBK	TC033638	FBgn0035577
EIRBN	TC015620,TC005469,TC005468	FBgn0035325,FBgn0052302
EIRBS	TC001084	FBgn0037265
EIRBT	TC034831	FBgn0031491,FBgn0039378
EIRC0	TC000032,TC006903,TC006902	FBgn0012058
EIRC1	TC011043	FBgn0003334
EIRC2	TC034430	FBgn0000384
EIRCI	TC007896	FBgn0030090
EIRCT	TC010952	FBgn0286070
EIRD2	TC006755	FBgn0005198
EIRD4	TC004773	FBgn0035964
EIRD5	TC009710	FBgn0050342
EIRD8	TC032314	FBgn0036643
EIRD9	TC000446	FBgn0038256
EIRDA	TC003696	FBgn0036581
EIRDB	TC014894	FBgn0040020
EIRDC	TC011757	FBgn0035839
EIRDD	TC004763	FBgn0035148
EIRDG	TC000925	FBgn0051481
EIRDH	TC014860	FBgn0086384
EIRDS	TC031557	FBgn0002283
EIRDU	TC006281	FBgn0027779
EIRDZ	TC013175	FBgn0037970,FBgn0260743
EIRE0	TC033149	FBgn0031999
EIRE2	TC031495,TC013086	FBgn0011272
EIRE4	TC030769	FBgn0030990
EIREG	TC013396	FBgn0039403
EIRET	TC008276	FBgn0261575
EIREU	TC000177	FBgn0052758
EIREV	TC033143,TC015040,TC013776	FBgn0037846,FBgn0037845,FBgn0032449
EIRF8	TC032122	FBgn0039771
EIRGH	TC007686	FBgn0033669
EIRGI	TC014027	FBgn0003964
EIRGK	TC032829	FBgn0031600
EIRGN	TC014286	FBgn0261396
EIRGP	TC005516	FBgn0028402
EIRIF	TC000301	FBgn0002878
EIRIR	TC003209	FBgn0005536
EIRIT	TC004424	FBgn0259685
EIRJD	TC000444,TC003124,TC003123,TC003122	FBgn0034553,FBgn0034552,FBgn0035006,FBgn0035641,FBgn0037996,FBgn0038732,FBgn0038733,FBgn0038734,FBgn0038731,FBgn0038730,FBgn0033733,FBgn0035642
EIRJE	TC008260	FBgn0010300
EIRJF	TC032219	FBgn0003345
EIRK4	TC031358,TC011198	FBgn0004622
EIRKB	TC031160	FBgn0021768
EIRKF	TC016079	FBgn0261387
EIRKK	TC016278	FBgn0038983
EIRKW	TC004604	FBgn0023171
EIRM0	TC001636	FBgn0051663
EIRMF	TC013142	FBgn0028425
EIRND	TC005184	FBgn0261800
EIRNS	TC011437,TC005192	FBgn0014861
EIRP6	TC014269	FBgn0289108
EIRP7	TC014767	FBgn0266465
EIRP8	TC007016	FBgn0040291
EIRPA	TC005541	FBgn0030899
EIRPF	TC033412	FBgn0051068
EIRQ5	TC003483	FBgn0038165
EIRR0	TC011919	FBgn0036299
EIRR3	TC031629	FBgn0022355
EIRR7	TC005792	FBgn0013325
EIRRC	TC014815	FBgn0038755
EIRRV	TC031579	FBgn0024238
EIRRW	TC031034	FBgn0085382
EIRU2	TC006361	FBgn0028375
EIRU5	TC003675	FBgn0011802
EIRU7	TC002084	FBgn0028932
EIRU8	TC007253	FBgn0000635
EIRU9	TC004598	FBgn0015239
EIRUB	TC008022	FBgn0034060
EIRUG	TC033820,TC033819,TC008319,TC003155	FBgn0010314,FBgn0037613
EIRUI	TC010872	FBgn0035204
EIRUV	TC013316	FBgn0032921
EIRUW	TC012324	FBgn0039259
EIRUZ	TC032166	FBgn0086677
EIRV0	TC002123	FBgn0036580
EIRV6	TC009443	FBgn0030704
EIRVI	TC012034	FBgn0263987
EIRVJ	TC031393	FBgn0033500
EIRVM	TC006857	FBgn0027079
EIRVN	TC005304,TC012678	FBgn0259676
EIRVP	TC002099	FBgn0037720
EIRVQ	TC015014	FBgn0000319
EIRVS	TC014883	FBgn0260639,FBgn0010097
EIRVT	TC011541	FBgn0022029
EIRVW	TC032815	FBgn0004449
EIRVY	TC009546	FBgn0035073
EIRVZ	TC002644	FBgn0034689,FBgn0034687,FBgn0034688,FBgn0028892
EIRWI	TC010709	FBgn0033557
EIRWJ	TC015943	FBgn0287774
EIRWS	TC034441	FBgn0052432
EIRWT	TC015760	FBgn0052436,FBgn0052462,FBgn0032894
EIRXM	TC032063	FBgn0025624
EIRXN	TC015756	FBgn0036272
EIRXR	TC015484	FBgn0019686
EIRXS	TC014410	FBgn0004623
EIRXV	TC001202	FBgn0019890
EIRXX	TC007350	FBgn0034184
EIRXY	TC032823	FBgn0052687
EIRXZ	TC000085	FBgn0013799
EIRY2	TC033205	FBgn0025635
EIRYE	TC014646	FBgn0038531
EIRYI	TC006201,TC006202	FBgn0029834
EIRYJ	TC011527	FBgn0261381
EIRYN	TC012809	FBgn0027518
EIRYR	TC013838	FBgn0032195
EIRYS	TC011523	FBgn0034214
EIRZ3	TC007083	FBgn0035104
EIRZ7	TC009802	FBgn0001263
EIRZH	TC033839,TC033838,TC005932	FBgn0002921,FBgn0050048,FBgn0267363
EIRZN	TC008899	FBgn0036735
EIRZU	TC010798	FBgn0264855
EIRZV	TC013347	FBgn0002887
EIRZW	TC002360	FBgn0034734
EIRZX	TC014931,TC008826,TC009497	FBgn0030189
EIRZY	TC004468	FBgn0010409
EIS0P	TC012845	FBgn0031722,FBgn0031723
EIS0Q	TC006065	FBgn0035833
EIS0U	TC034378	FBgn0030961
EIS0W	TC013747	FBgn0052669,FBgn0034494
EIS14	TC014241	FBgn0011481
EIS1C	TC001105	FBgn0086695
EIS1D	TC004959	FBgn0037492
EIS1G	TC008919	FBgn0004387
EIS1H	TC002911	FBgn0011204
EIS1I	TC015613	FBgn0033246
EIS1J	TC001037	FBgn0003205
EIS1N	TC008717	FBgn0265605
EIS1Q	TC013179	FBgn0032348
EIS1V	TC006044	FBgn0263831
EIS2K	TC009499	FBgn0263260
EIS2M	TC010483	FBgn0037063
EIS2P	TC034612	FBgn0052668
EIS2S	TC008827	FBgn0033153
EIS2X	TC015661	FBgn0037781
EIS30	TC013626	FBgn0039994
EIS3N	TC007689,TC015340,TC015339,TC015337,TC015399,TC015400,TC011522	FBgn0287184,FBgn0042627,FBgn0283427
EIS4T	TC009436	FBgn0038268
EIS4W	TC001242	FBgn0034964
EIS4X	TC033950,TC006052	FBgn0040918
EIS4Y	TC006408	FBgn0069354,FBgn0004363,FBgn0260454,FBgn0260453
EIS4Z	TC003797,TC003402	FBgn0004513,FBgn0035695,FBgn0010241,FBgn0004512
EIS51	TC009794	FBgn0039338
EIS52	TC034871	FBgn0034976
EIS5S	TC030891	FBgn0037915,FBgn0039010,FBgn0039518,FBgn0033479,FBgn0037916
EIS5T	TC002983	FBgn0030812
EIS5W	TC004029	FBgn0004926
EIS5X	TC001571	FBgn0005695
EIS6B	TC003501	FBgn0031485
EIS6K	TC030774	FBgn0263738
EIS8Q	TC004520	FBgn0038042
EIS8R	TC004294	FBgn0039188
EIS8T	TC004013	FBgn0036107
EIS8W	TC008421	FBgn0037842
EIS9U	TC003492	FBgn0029723
EISA7	TC007872	FBgn0035432
EISAC	TC012159	FBgn0037779
EISAD	TC034633	FBgn0035696
EISAI	TC000872	FBgn0034923
EISAT	TC015420	FBgn0243511
EISAV	TC013622	FBgn0034590
EISAX	TC006712	FBgn0000289
EISB3	TC004313	FBgn0011589
EISB9	TC033161	FBgn0261804
EISBC	TC034846,TC010857	FBgn0264339,FBgn0051760
EISBF	TC014424	FBgn0053547
EISBH	TC032549	FBgn0024288
EISBJ	TC030667,TC011769	FBgn0002773,FBgn0003514
EISBM	TC009034	FBgn0037578
EISBN	TC032581	FBgn0001992
EISCM	TC031811	FBgn0033869
EISCV	TC002985	FBgn0002579
EISCZ	TC006127	FBgn0265101
EISD2	TC009080	FBgn0032511
EISD9	TC033610	FBgn0034346
EISDF	TC012126	FBgn0036515
EISDS	TC013804	FBgn0000120
EISDT	TC032877	FBgn0284247
EISE2	TC011508	FBgn0262870
EISE9	TC033376	FBgn0001087
EISEA	TC004766	FBgn0051221
EISEB	TC007089	FBgn0034606
EISEC	TC003758	FBgn0030571
EISED	TC010639	FBgn0036487
EISEE	TC004121	FBgn0265178
EISEF	TC004234	FBgn0263697
EISEU	TC031517,TC031516	FBgn0004369
EISEV	TC003342	FBgn0000464
EISFE	TC011418	FBgn0029888
EISFR	TC032388	FBgn0030892
EISFS	TC006553	FBgn0086708
EISFW	TC033349	FBgn0267252
EISFX	TC031053	FBgn0266566
EISG0	TC013422	FBgn0053230
EISGE	TC011472	FBgn0267824
EISGF	TC012751	FBgn0039714
EISGJ	TC011309	FBgn0260789
EISGV	TC014898	FBgn0053977
EISGW	TC014133	FBgn0267689
EISH2	TC033807	FBgn0263143
EISH3	TC003121	FBgn0047135
EISH5	TC033637	FBgn0032582
EISH7	TC009471	FBgn0003277
EISHI	TC006253	FBgn0267002
EISHM	TC000935	FBgn0038641
EISHN	TC002540	FBgn0015805
EISHR	TC014142	FBgn0032256,FBgn0051719
EISHS	TC004630	FBgn0262869
EISI6	TC009997	FBgn0036271
EISI7	TC010234	FBgn0003002
EISI8	TC007749	FBgn0010379
EISI9	TC015956	FBgn0028436
EISID	TC034874	FBgn0036509
EISIE	TC010837	FBgn0034558
EISIF	TC011188	FBgn0004436
EISII	TC010378	FBgn0036039
EISIJ	TC010848	FBgn0288966
EISIK	TC002215	FBgn0029819
EISJ5	TC011827	FBgn0040279
EISJ8	TC000405	FBgn0004132
EISJ9	TC013704	FBgn0038912
EISJB	TC015211	FBgn0033653
EISK2	TC005428	FBgn0032336
EISM3	TC001207	FBgn0039920
EISM4	TC015300	FBgn0030858
EISMT	TC010199	FBgn0021814
EISMU	TC008135	FBgn0028699
EISMV	TC009675	FBgn0015282
EISMX	TC000750	FBgn0031038,FBgn0037512,FBgn0031039
EISMY	TC034534,TC013530	FBgn0001222
EISMZ	TC004717	FBgn0031319,FBgn0031318
EISN2	TC002463	FBgn0036702
EISN5	TC015986	FBgn0002121
EISPU	TC031509	FBgn0035086
EISPV	TC015472,TC015473	FBgn0036179
EISPW	TC005068	FBgn0037312
EISQ0	TC011967	FBgn0003256
EISQ2	TC001201	FBgn0038462,FBgn0038461
EISR9	TC006751	FBgn0015527
EISRB	TC006365	FBgn0260747,FBgn0051007,FBgn0051008
EISRD	TC014458,TC000686	FBgn0031335,FBgn0051924,FBgn0019982
EISRE	TC002976	FBgn0052296
EISRU	TC000408	FBgn0051005
EISRX	TC011457	FBgn0036614
EISS1	TC005424	FBgn0034442
EISS6	TC001322	FBgn0031164,FBgn0037310,FBgn0037307,FBgn0038018,FBgn0263977,FBgn0020371
EISSJ	TC016197	FBgn0030894
EIST9	TC000466	FBgn0021944
EISTJ	TC007589	FBgn0000352
EISTK	TC015915	FBgn0011606
EISTM	TC014127	FBgn0031998,FBgn0053124,FBgn0051668
EISTY	TC015779	FBgn0036015,FBgn0035886,FBgn0035887,FBgn0031653,FBgn0003358,FBgn0003356,FBgn0039778,FBgn0039777,FBgn0020906,FBgn0031654,FBgn0001285,FBgn0003357
EISUG	TC000355	FBgn0029868
EISUI	TC006224	FBgn0046258
EISUJ	TC034792	FBgn0050044
EISUY	TC004674	FBgn0036144
EISUZ	TC011549	FBgn0039385
EISV2	TC005618	FBgn0261524
EISV3	TC012071	FBgn0040334,FBgn0037848
EISV6	TC013007	FBgn0010786
EISVJ	TC008644	FBgn0035046
EISVK	TC006357	FBgn0021967
EISVN	TC000432	FBgn0039482,FBgn0039483,FBgn0037174,FBgn0039485
EISVS	TC002743	FBgn0037713
EISVV	TC002561	FBgn0034158
EISVY	TC033125	FBgn0002936
EISW2	TC000467	FBgn0034451
EISW3	TC015377	FBgn0016641
EISW4	TC013535	FBgn0034279
EISX3	TC015626	FBgn0040273
EISX8	TC007376	FBgn0052649
EISX9	TC005313	FBgn0028868,FBgn0005322
EISXB	TC002423	FBgn0028538
EISXD	TC008466	FBgn0000490
EISXE	TC006704	FBgn0029006
EISXF	TC004104	FBgn0031361
EISXG	TC005815	FBgn0086779
EISXH	TC030907	FBgn0039147,FBgn0026777
EISXJ	TC001149	FBgn0051118
EISXK	TC000021	FBgn0020412
EISXM	TC004831	FBgn0028476
EISXN	TC015649	FBgn0020392
EISY2	TC031822	FBgn0036781
EISY4	TC015689	FBgn0037906
EISYA	TC008166	FBgn0029158
EISYD	TC014208	FBgn0038325
EISYE	TC010651	FBgn0033539
EISYI	TC014339	FBgn0010660
EISYU	TC013413	FBgn0031987
EISYZ	TC008817	FBgn0030096
EISZ0	TC014470	FBgn0029161
EISZ3	TC003078	FBgn0036018
EISZ5	TC003711	FBgn0037526
EISZB	TC000335	FBgn0085423
EISZC	TC002335	FBgn0038385
EISZS	TC031029	FBgn0085409,FBgn0053531
EISZT	TC009047	FBgn0027864
EISZV	TC007936	FBgn0266570,FBgn0052243
EISZW	TC005165	FBgn0033943
EISZX	TC034549	FBgn0010750
EISZY	TC013995	FBgn0041100
EIT05	TC012082	FBgn0003301
EIT07	TC001239	FBgn0003366
EIT0B	TC014673	FBgn0032879
EIT0F	TC007873,TC007874,TC007875	FBgn0036492,FBgn0040238
EIT12	TC002914	FBgn0028369,FBgn0003285
EIT14	TC031122	FBgn0261243
EIT1C	TC008759	FBgn0035099
EIT1D	TC010807	FBgn0031759
EIT1F	TC003198	FBgn0031082,FBgn0035989,FBgn0035988
EIT1I	TC032517	FBgn0267796
EIT1Q	TC033630	FBgn0035644
EIT1R	TC015542,TC004422	FBgn0036770
EIT1S	TC034244,TC011960	FBgn0263116,FBgn0004168
EIT1T	TC011667	FBgn0004573
EIT2M	TC003148	FBgn0031875
EIT2P	TC001877	FBgn0024183,FBgn0046214,FBgn0265047
EIT2S	TC007346	FBgn0086355
EIT2T	TC033591	FBgn0050423
EIT2U	TC008202,TC008203	FBgn0031381
EIT2V	TC013495	FBgn0034588,FBgn0036836
EIT2W	TC034424	FBgn0266409
EIT3G	TC031236	FBgn0000568
EIT3S	TC009994	FBgn0034537
EIT6J	TC000561	FBgn0037140,FBgn0037144
EIT6N	TC031922,TC031827,TC009548	FBgn0261260,FBgn0053087
EIT6P	TC034132	FBgn0287873
EIT6Q	TC034002,TC034001	FBgn0264695
EIT6W	TC015255,TC011456	FBgn0029718
EIT7B	TC003395	FBgn0034578,FBgn0051913
EIT7I	TC012453	FBgn0020496
EIT8E	TC003270	FBgn0034057
EIT8F	TC005305	FBgn0035632
EIT8G	TC014612	FBgn0017572
EIT8J	TC004289	FBgn0014007
EIT8M	TC014065	FBgn0029123
EIT8N	TC033834	FBgn0027279
EIT8P	TC007626	FBgn0260972
EITC3	TC013982	FBgn0261929
EITC4	TC001635	FBgn0261458
EITC6	TC033107	FBgn0034692
EITC8	TC005224	FBgn0010109
EITCB	TC015830,TC015891	FBgn0037165,FBgn0037166,FBgn0037167,FBgn0041087,FBgn0016078,FBgn0037164
EITCF	TC032203,TC032202	FBgn0038837,FBgn0038840
EITCG	TC013057	FBgn0023535
EITD5	TC011738	FBgn0037093
EITDA	TC003708	FBgn0038017
EITDB	TC015690	FBgn0051374
EITDC	TC007481	FBgn0025625
EITDE	TC012624	FBgn0061492
EITDJ	TC000243	FBgn0021761
EITDK	TC008454	FBgn0032167
EITDQ	TC013385	FBgn0033901
EITDR	TC014085,TC014743	FBgn0010350
EITDW	TC005977	FBgn0034918
EITDY	TC011911	FBgn0031183
EITE0	TC005670	FBgn0035539
EITE2	TC007752	FBgn0016975
EITE9	TC004386	FBgn0037709
EITEA	TC013394	FBgn0034433
EITEB	TC015348	FBgn0000562
EITEC	TC013185	FBgn0030558
EITEG	TC003142	FBgn0034674
EITF2	TC000338	FBgn0085271
EITF4	TC034468	FBgn0037421
EITF7	TC031181	FBgn0013432
EITF8	TC006282	FBgn0033081
EITF9	TC005881	FBgn0040732
EITFG	TC004392	FBgn0036219
EITFJ	TC001041	FBgn0027784
EITFK	TC032893	FBgn0029939
EITFN	TC013202	FBgn0029891
EITFP	TC006476	FBgn0011640
EITFS	TC034016	FBgn0031972
EITG2	TC031071	FBgn0004895
EITG9	TC002625	FBgn0033547
EITGB	TC009890	FBgn0035430
EITGC	TC005502	FBgn0036360
EITGI	TC032464,TC032465	FBgn0035583
EITGN	TC004936	FBgn0038627
EITGS	TC007359	FBgn0043456
EITGW	TC004958	FBgn0039617
EITH2	TC031105	FBgn0036480
EITHG	TC005782	FBgn0010395
EITIE	TC003773	FBgn0030334
EITIU	TC000527	FBgn0034821
EITJ6	TC000221	FBgn0037963
EITKT	TC014882	FBgn0001105
EITKU	TC009259	FBgn0022382
EITKY	TC012015	FBgn0037665
EITKZ	TC033348	FBgn0033887
EITM6	TC014488	FBgn0265767,FBgn0040031
EITMK	TC010516	FBgn0027556
EITMM	TC009311	FBgn0022764
EITMN	TC000461	FBgn0033958
EITMP	TC014792	FBgn0034009
EITMQ	TC006652	FBgn0029949,FBgn0039694,FBgn0035228
EITMT	TC006726	FBgn0032362
EITMV	TC001434	FBgn0039184
EITNW	TC000100	FBgn0014163
EITNX	TC014736	FBgn0015905
EITPS	TC013635	FBgn0051999
EITQ0	TC002574	FBgn0010747
EITRT	TC009937	FBgn0033636
EITS6	TC011475	FBgn0039212
EITS7	TC007431	FBgn0020312
EITS8	TC004220	FBgn0003416
EITSC	TC030629	FBgn0061356
EITSX	TC002365	FBgn0029679,FBgn0032827,FBgn0030890
EITT0	TC010545,TC010543	FBgn0024806
EITUM	TC030137,TC009805,TC008757,TC008756,TC011411,TC030448	FBgn0034470
EITUW	TC003489	FBgn0034853
EITVG	TC010500	FBgn0052447
EITVH	TC031766	FBgn0030499
EITVJ	TC002587	FBgn0264607
EITVM	TC009846	FBgn0031868
EITVN	TC014489	FBgn0039270
EITVP	TC007700	FBgn0265512
EITW6	TC002071	FBgn0015546
EITW7	TC002472	FBgn0263352
EITW8	TC008339	FBgn0036848
EITWA	TC003825	FBgn0052845,FBgn0015379
EITWB	TC008874	FBgn0032813,FBgn0005655
EITWE	TC003716	FBgn0263832
EITWF	TC001276	FBgn0032871
EITWH	TC003238	FBgn0013751
EITWN	TC000688	FBgn0034825,FBgn0263048,FBgn0001128
EITXP	TC005473	FBgn0263994
EITXV	TC007968	FBgn0030991
EITXW	TC013595	FBgn0030847
EITY3	TC002269	FBgn0036032
EITY4	TC012019	FBgn0029148
EITY5	TC000082	FBgn0035805
EITY7	TC006205	FBgn0038342
EITYB	TC011652	FBgn0261988
EITYC	TC007213	FBgn0266449
EITYG	TC001324,TC011905	FBgn0039114,FBgn0039113
EITYH	TC009778	FBgn0262624
EITYI	TC013928	FBgn0036414
EITYJ	TC005579	FBgn0002931
EITYR	TC004716	FBgn0046687
EITYT	TC002618	FBgn0035755
EITYU	TC006270	FBgn0034191
EITYV	TC002406	FBgn0020655
EITYW	TC013150	FBgn0030035
EITYY	TC033500,TC033501,TC033502,TC033498,TC001774	FBgn0003410
EITZ0	TC008731	FBgn0030251
EITZD	TC034824,TC006284	FBgn0030932,FBgn0025837
EITZH	TC032181	FBgn0033773
EITZI	TC004578	FBgn0051460
EITZQ	TC032634	FBgn0042092
EITZS	TC006226	FBgn0041709
EIU0E	TC013404	FBgn0038394
EIU0K	TC000372	FBgn0051866,FBgn0051865
EIU0N	TC011609	FBgn0032042
EIU0U	TC004915	FBgn0035000
EIU11	TC003447	FBgn0034527
EIU12	TC006850	FBgn0035057
EIU1S	TC008896	FBgn0259174
EIU25	TC034464,TC005188	FBgn0053303
EIU27	TC011052	FBgn0035076,FBgn0012037,FBgn0032535,FBgn0033366,FBgn0016122
EIU34	TC008511	FBgn0250816
EIU36	TC030587	FBgn0031468,FBgn0031466,FBgn0032078,FBgn0054056,FBgn0054057,FBgn0031469,FBgn0033271,FBgn0031472,FBgn0030984,FBgn0085480,FBgn0085481
EIU38	TC030884	FBgn0020622
EIU39	TC004964	FBgn0037715
EIU3B	TC002555,TC002553	FBgn0034915
EIU3F	TC006147	FBgn0036514
EIU3J	TC007827,TC007828,TC007670	FBgn0013301,FBgn0013300,FBgn0039707,FBgn0267905,FBgn0267904,FBgn0267903
EIU4P	TC000328	FBgn0086370
EIU4Q	TC002505	FBgn0034420
EIU4R	TC013574	FBgn0032242,FBgn0032969
EIU4S	TC002394	FBgn0250911
EIU4U	TC031338	FBgn0263873
EIU4V	TC007848,TC005249,TC005250	FBgn0000052
EIU4X	TC031415	FBgn0004854,FBgn0011758
EIU4Z	TC012918,TC012917	FBgn0046704
EIU50	TC003642	FBgn0035449
EIU51	TC012749	FBgn0039668
EIU53	TC007295	FBgn0030400
EIU55	TC031981	FBgn0037703
EIU56	TC006385	FBgn0029512
EIU5A	TC000049	FBgn0036317
EIU5Z	TC010104	FBgn0030196
EIU6D	TC003902,TC013167	FBgn0015625
EIU6U	TC004993,TC003918	FBgn0265296
EIU7V	TC034532,TC010337	FBgn0030525,FBgn0035679,FBgn0052445,FBgn0032372
EIU7Z	TC005720	FBgn0037707
EIU80	TC015468,TC011028	FBgn0015615
EIU83	TC014082	FBgn0030510
EIU85	TC007572	FBgn0034665,FBgn0034427,FBgn0033431
EIU87	TC010447	FBgn0029929
EIU8R	TC002076	FBgn0262527
EIU8U	TC001374	FBgn0033635
EIU8V	TC011257	FBgn0015872
EIU8X	TC031243	FBgn0020503
EIU8Z	TC008663	FBgn0031459
EIU90	TC003417	FBgn0033543
EIU92	TC002881	FBgn0039302
EIU93	TC003416	FBgn0000996
EIU99	TC004408	FBgn0037540
EIU9G	TC004978	FBgn0019662
EIU9H	TC013181	FBgn0027080
EIU9I	TC004861	FBgn0035970,FBgn0038039
EIUAU	TC032771	FBgn0024986
EIUBM	TC010138	FBgn0014009
EIUBT	TC007205	FBgn0024182
EIUCQ	TC013895	FBgn0010622
EIUDS	TC032747	FBgn0267001
EIUFH	TC003911	FBgn0259166
EIUFJ	TC014149	FBgn0265487
EIUFN	TC014986	FBgn0261239
EIUFP	TC030639	FBgn0029935
EIUFR	TC014624	FBgn0082831
EIUFW	TC014760	FBgn0036286
EIUFX	TC002088	FBgn0284442
EIUFZ	TC033341,TC001613	FBgn0036756
EIUG0	TC009613	FBgn0036771
EIUG1	TC010856	FBgn0027609
EIUG3	TC008090	FBgn0003867
EIUG5	TC006621	FBgn0036570
EIUG7	TC031093	FBgn0003464
EIUG9	TC003202	FBgn0034265
EIUGB	TC003488	FBgn0013435
EIUGE	TC031253	FBgn0051472
EIUGF	TC005316	FBgn0030366
EIUGG	TC014240	FBgn0032200
EIUGH	TC014893	FBgn0052087,FBgn0052675
EIUGJ	TC034804	FBgn0034068
EIUGK	TC003476	FBgn0032882
EIUH0	TC000066	FBgn0036499,FBgn0037773
EIUH1	TC005717	FBgn0031397
EIUH2	TC013868	FBgn0032188,FBgn0030122
EIUH5	TC009506	FBgn0086408
EIUH8	TC001706	FBgn0040697
EIUH9	TC009435	FBgn0053129
EIUHE	TC002495	FBgn0025519
EIUHF	TC015062	FBgn0017551
EIUHH	TC030051	FBgn0025885
EIUHI	TC013784	FBgn0259734
EIUHJ	TC033641	FBgn0011276
EIUHK	TC031024	FBgn0263968
EIUHN	TC003529	FBgn0050393,FBgn0050391,FBgn0051910,FBgn0028327
EIUI6	TC001035	FBgn0003656
EIUI7	TC001667	FBgn0001250
EIUI8	TC007567	FBgn0021979
EIUIB	TC011770	FBgn0051028
EIUIC	TC032913,TC008471,TC010990	FBgn0005586,FBgn0028841
EIUIF	TC004474	FBgn0287775,FBgn0034476
EIUIG	TC012115	FBgn0023395,FBgn0262519
EIUII	TC004624	FBgn0036891
EIUIM	TC012356	FBgn0002783
EIUIV	TC006160	FBgn0033960
EIUJC	TC007809	FBgn0003502
EIUJS	TC012508	FBgn0260439
EIUJX	TC014435	FBgn0032881
EIUJZ	TC001392	FBgn0003330
EIUK0	TC005308	FBgn0027564
EIUK1	TC005574	FBgn0035762
EIUKG	TC011150	FBgn0038746
EIUKH	TC011125	FBgn0051211
EIUKI	TC015538	FBgn0011586
EIUMB	TC001393	FBgn0260817
EIUMF	TC006743	FBgn0002543
EIUMG	TC007846	FBgn0026378
EIUMJ	TC002405	FBgn0028552,FBgn0266721
EIUNM	TC004014	FBgn0035793
EIUNP	TC007906,TC002717	FBgn0086372
EIUNR	TC001251	FBgn0034774,FBgn0051960,FBgn0039373,FBgn0039374,FBgn0033238,FBgn0050378,FBgn0011273,FBgn0000253
EIUNZ	TC003161	FBgn0033480
EIUPH	TC002912	FBgn0036754
EIUPJ	TC031270	FBgn0265523
EIUPK	TC001620	FBgn0037884
EIUPS	TC000931	FBgn0001197
EIUQB	TC011451	FBgn0035936
EIUR1	TC034797	FBgn0039839
EIUR3	TC034103	FBgn0032022
EIUR4	TC005311	FBgn0032021
EIUR8	TC034317	FBgn0027497
EIUR9	TC001166,TC005986,TC005985	FBgn0030653
EIURA	TC001252	FBgn0261611
EIURB	TC000366	FBgn0034049
EIURC	TC004619	FBgn0053138
EIURD	TC004676	FBgn0010225
EIUS4	TC002462	FBgn0261862
EIUSD	TC013646	FBgn0039915
EIUSW	TC012080	FBgn0000114
EIUT3	TC002162	FBgn0035146
EIUUK	TC009330	FBgn0013995
EIUUM	TC011968	FBgn0032916
EIUUN	TC015415	FBgn0025549
EIUUT	TC015134	FBgn0002525,FBgn0010397
